branch,tensor,numel,mean_angular_step,final_cumulative_angular_step
linear_up,blocks.0.mlp.fc1.bias,768,0.004371480710338745,3.825045621546451
linear_up,blocks.0.mlp.fc1.weight,147456,0.0038235705350525206,3.3456242181709968
linear_up,blocks.0.mlp.fc2.bias,192,0.004591370218267077,4.017448940983741
linear_up,blocks.0.mlp.fc2.weight,147456,0.003863631783784985,3.3806778108119038
linear_up,blocks.1.attn.proj.bias,192,0.0052097745594301935,4.558552739501465
linear_up,blocks.1.attn.proj.weight,36864,0.0037086619937658893,3.2450792445451957
linear_up,blocks.1.attn.qkv.bias,576,0.005846797316268568,5.115947651735041
linear_up,blocks.1.attn.qkv.weight,110592,0.004219351227827583,3.6919323243491817
linear_up,blocks.1.mlp.fc1.bias,768,0.004632411376905705,4.0533599547925405
linear_up,blocks.1.mlp.fc1.weight,147456,0.003981298069270011,3.483635810611304
linear_up,blocks.1.mlp.fc2.bias,192,0.005185275451313387,4.537116019899258
linear_up,blocks.1.mlp.fc2.weight,147456,0.0041595978065326784,3.6396480807161424
linear_up,blocks.10.attn.proj.bias,192,0.004410380889994169,3.859083278744947
linear_up,blocks.10.attn.proj.weight,36864,0.0039948817423677355,3.4955215245718136
linear_up,blocks.10.attn.qkv.bias,576,0.006011460903233665,5.260028290329501
linear_up,blocks.10.attn.qkv.weight,110592,0.004141896569003694,3.6241594978782814
linear_up,blocks.10.mlp.fc1.bias,768,0.002897457280894691,2.5352751207828987
linear_up,blocks.10.mlp.fc1.weight,147456,0.0036939252263732854,3.2321845730766654
linear_up,blocks.10.mlp.fc2.bias,192,0.0042379639339632765,3.708218442217913
linear_up,blocks.10.mlp.fc2.weight,147456,0.004275780399363168,3.741307849442819
linear_up,blocks.11.attn.proj.bias,192,0.004309850388406058,3.771119089855347
linear_up,blocks.11.attn.proj.weight,36864,0.0040940550179885404,3.582298140740022
linear_up,blocks.11.attn.qkv.bias,576,0.0052256851148391945,4.572474475484341
linear_up,blocks.11.attn.qkv.weight,110592,0.004012258200773121,3.5107259256765246
linear_up,blocks.11.mlp.fc1.bias,768,0.002651796302791369,2.3203217649424914
linear_up,blocks.11.mlp.fc1.weight,147456,0.0037060298158986286,3.242776088911341
linear_up,blocks.11.mlp.fc2.bias,192,0.004143591814740906,3.62564283789834
linear_up,blocks.11.mlp.fc2.weight,147456,0.004222205754302918,3.6944300350151034
linear_up,blocks.2.attn.proj.bias,192,0.00429894008035101,3.76157257030718
linear_up,blocks.2.attn.proj.weight,36864,0.003598665515293447,3.1488323258818127
linear_up,blocks.2.attn.qkv.bias,576,0.005954450198515667,5.210143923701253
linear_up,blocks.2.attn.qkv.weight,110592,0.004108384369373531,3.594836323201889
linear_up,blocks.2.mlp.fc1.bias,768,0.004164422545781571,3.643869727558922
linear_up,blocks.2.mlp.fc1.weight,147456,0.004102942483832207,3.5900746733532287
linear_up,blocks.2.mlp.fc2.bias,192,0.004510434964272539,3.946630593738519
